"Timestamp","Used Memory (bytes)"
"2023-08-23T12:40:43.644230","50817944"
"2023-08-23T12:40:45.253100","75391320"
"2023-08-23T12:40:46.841316","33078520"
"2023-08-23T12:40:48.323082","43725176"
"2023-08-23T12:40:49.653464","54386672"
"2023-08-23T12:40:50.930579","69107808"
"2023-08-23T12:40:52.179431","24738200"
"2023-08-23T12:40:53.440972","36103472"
"2023-08-23T12:40:54.670894","46740728"
"2023-08-23T12:40:56.023046","57711112"
"2023-08-23T12:40:57.271716","68434288"
"2023-08-23T12:40:58.524934","24682728"
"2023-08-23T12:40:59.813815","35423064"
"2023-08-23T12:41:01.040263","50600832"
"2023-08-23T12:41:02.266392","61468120"
"2023-08-23T12:41:03.481476","72524680"
"2023-08-23T12:41:04.723351","28193488"
"2023-08-23T12:41:05.948157","54204632"
"2023-08-23T12:41:07.212588","65240984"
"2023-08-23T12:41:08.452930","76318656"
"2023-08-23T12:41:09.680428","32560552"
"2023-08-23T12:41:10.900205","47344080"
"2023-08-23T12:41:12.124348","58509648"
"2023-08-23T12:41:13.353085","69900528"
"2023-08-23T12:41:14.571040","26702400"
"2023-08-23T12:41:15.772267","38097232"
"2023-08-23T12:41:17.007613","49080248"
"2023-08-23T12:41:18.245192","60956640"
"2023-08-23T12:41:19.472757","71902896"
"2023-08-23T12:41:20.722276","39759472"
"2023-08-23T12:41:22.006839","54589760"
"2023-08-23T12:41:23.214935","66247640"
"2023-08-23T12:41:24.451836","77708832"
"2023-08-23T12:41:25.678213","34137288"
"2023-08-23T12:41:26.912828","45404984"
"2023-08-23T12:41:28.141996","57154856"
"2023-08-23T12:41:29.364112","68378832"
"2023-08-23T12:41:30.590720","25074704"
"2023-08-23T12:41:31.818851","40295696"
"2023-08-23T12:41:33.054287","51748744"
"2023-08-23T12:41:34.263473","63616848"
"2023-08-23T12:41:35.477278","24038640"
"2023-08-23T12:41:36.708093","35692168"
"2023-08-23T12:41:37.974153","47205576"
"2023-08-23T12:41:39.178004","58814672"
"2023-08-23T12:41:40.391034","71132384"
"2023-08-23T12:41:41.621359","30952384"
"2023-08-23T12:41:42.846684","43031896"
"2023-08-23T12:41:44.034448","54479264"
"2023-08-23T12:41:45.270371","66461080"
"2023-08-23T12:41:46.484890","78298368"
"2023-08-23T12:41:47.914837","34494072"
"2023-08-23T12:41:49.150327","47125304"
"2023-08-23T12:41:50.362819","58943400"
"2023-08-23T12:41:51.572028","73872152"
"2023-08-23T12:41:52.789483","31649568"
"2023-08-23T12:41:54.081470","44327640"
"2023-08-23T12:41:55.308371","55974968"
"2023-08-23T12:41:56.531031","68146272"
"2023-08-23T12:41:57.764119","25690728"
"2023-08-23T12:41:59.005915","37485248"
"2023-08-23T12:42:00.216092","50546576"
"2023-08-23T12:42:01.445915","65623432"
"2023-08-23T12:42:02.638641","77912152"
"2023-08-23T12:42:03.856226","35252448"
"2023-08-23T12:42:05.116413","47583432"
"2023-08-23T12:42:06.367150","63033200"
"2023-08-23T12:42:07.572326","75888008"
"2023-08-23T12:42:08.784361","33177528"
"2023-08-23T12:42:10.054531","45552192"
"2023-08-23T12:42:11.285535","61867984"
"2023-08-23T12:42:12.489743","74280440"
"2023-08-23T12:42:13.764411","31504632"
"2023-08-23T12:42:14.977099","44369432"
"2023-08-23T12:42:16.172019","56695896"
"2023-08-23T12:42:17.370120","69580752"
"2023-08-23T12:42:18.621018","27175416"
"2023-08-23T12:42:19.831837","40513584"
"2023-08-23T12:42:21.024354","53245472"
"2023-08-23T12:42:22.253342","69503184"
"2023-08-23T12:42:23.486756","27288304"
"2023-08-23T12:42:24.709820","39748472"
"2023-08-23T12:42:25.964063","52754784"
"2023-08-23T12:42:27.165192","65743920"
"2023-08-23T12:42:28.398872","24151984"
"2023-08-23T12:42:29.624028","36684216"
"2023-08-23T12:42:30.862581","50029936"
"2023-08-23T12:42:32.065841","66201512"
"2023-08-23T12:42:33.280555","24154352"
"2023-08-23T12:42:34.499987","37203536"
"2023-08-23T12:42:35.713410","53685152"
"2023-08-23T12:42:36.917162","66705304"
"2023-08-23T12:42:38.121644","24406584"
"2023-08-23T12:42:39.346681","37917736"
"2023-08-23T12:42:40.549290","51210616"
"2023-08-23T12:42:41.750711","67245152"
"2023-08-23T12:42:42.957687","25255920"
"2023-08-23T12:42:44.168971","38771816"
"2023-08-23T12:42:45.365657","51819312"
"2023-08-23T12:42:46.586956","65346744"
"2023-08-23T12:42:47.863925","24152344"
"2023-08-23T12:42:49.105831","37776232"
"2023-08-23T12:42:50.314013","51165576"
"2023-08-23T12:42:51.561093","67832232"
"2023-08-23T12:42:52.786967","25680216"
"2023-08-23T12:42:53.996893","39258456"
"2023-08-23T12:42:55.207727","52374032"
"2023-08-23T12:42:56.405934","65947496"
"2023-08-23T12:42:57.603184","24396080"
"2023-08-23T12:42:58.813808","38100056"
"2023-08-23T12:43:00.040431","51808640"
"2023-08-23T12:43:01.240368","65703560"
"2023-08-23T12:43:02.432112","27490968"
"2023-08-23T12:43:03.634263","41140096"
"2023-08-23T12:43:04.863796","54800600"
"2023-08-23T12:43:06.073283","72363600"
"2023-08-23T12:43:07.265499","30835304"
"2023-08-23T12:43:08.490130","44897280"
"2023-08-23T12:43:09.691724","58457552"
"2023-08-23T12:43:10.870446","72918704"
"2023-08-23T12:43:12.068789","33948392"
"2023-08-23T12:43:13.287913","48025856"
"2023-08-23T12:43:14.489768","61694576"
"2023-08-23T12:43:15.696790","76426368"
"2023-08-23T12:49:16.924406","75760336"
"2023-08-23T12:49:18.222697","35336152"
"2023-08-23T12:49:19.477421","49305936"
"2023-08-23T12:49:20.701492","64271328"
"2023-08-23T12:49:21.965366","78217512"
"2023-08-23T12:49:23.199428","37258320"
"2023-08-23T12:49:24.423700","53965784"
"2023-08-23T12:49:25.683547","68644736"
"2023-08-23T12:49:26.927685","28080864"
"2023-08-23T12:49:28.209284","42496352"
"2023-08-23T12:49:29.453337","56468008"
"2023-08-23T12:49:30.677820","71613896"
"2023-08-23T12:49:31.909455","30962784"
"2023-08-23T12:49:33.170059","45840856"
"2023-08-23T12:49:34.388407","62465416"
"2023-08-23T12:49:35.626605","25734960"
"2023-08-23T12:49:36.869485","40297856"
"2023-08-23T12:49:38.098224","54386656"
"2023-08-23T12:49:39.333568","69510552"
"2023-08-23T12:49:40.607596","30136056"
"2023-08-23T12:49:41.836311","44575568"
"2023-08-23T12:49:43.068783","59437648"
"2023-08-23T12:49:44.297338","76604344"
"2023-08-23T12:49:45.589902","35725256"
"2023-08-23T12:49:46.802191","50339312"
"2023-08-23T12:49:48.044005","65353776"
"2023-08-23T12:49:49.276408","24901192"
"2023-08-23T12:49:50.541643","40410840"
"2023-08-23T12:49:51.761144","54612800"
"2023-08-23T12:49:52.981719","69846976"
"2023-08-23T12:49:54.222588","33139168"
"2023-08-23T12:49:55.460439","47795368"
"2023-08-23T12:49:56.703215","62499576"
"2023-08-23T12:49:57.944313","77215752"
"2023-08-23T12:49:59.180366","36423880"
"2023-08-23T12:50:00.404605","52064000"
"2023-08-23T12:50:01.657172","66781904"
"2023-08-23T12:50:02.866951","27285096"
"2023-08-23T12:50:04.125178","42069936"
"2023-08-23T12:50:05.449418","63472840"
"2023-08-23T12:50:06.668998","78371688"
"2023-08-23T12:50:07.884935","37735560"
"2023-08-23T12:50:09.129875","53071096"
